[0, Neutral, 0.03095950792531133, 0.23260860055426963, 0.6746065287099122, 0.05942369286072841, 0.002401669949778348]
[1, Neutral, 0.028422033277593725, 0.14488926873681088, 0.43561743802315256, 0.35680743700511125, 0.03426382295733152]
[2, Neutral, 0.04275004974102184, 0.16536726228442342, 0.36461040202460954, 0.3408114730445128, 0.08646081290543224]
[3, Negative, 0.13769636170347196, 0.3998510545495941, 0.2872569783001362, 0.1608093153280254, 0.014386290118772375]
[4, Neutral, 0.042751426983728885, 0.16536329130499106, 0.36458990488758997, 0.34082478197394367, 0.08647059484974647]
[5, Neutral, 0.02842175291922642, 0.14489044641275253, 0.43562358543578833, 0.3568017134632092, 0.03426250176902338]
[6, Negative, 0.12853265646039516, 0.3792980783792643, 0.30475258751233136, 0.17154159067427377, 0.015875086973735478]
[7, Negative, 0.1283092359049533, 0.3787885888109405, 0.30518256399302074, 0.17180670549890012, 0.01591290579218537]
[8, Positive, 0.013564855695530845, 0.05649656925921156, 0.12285972099959196, 0.4995302177815092, 0.30754863626415646]
[9, Neutral, 0.04275004974102114, 0.16536726228442547, 0.36461040202461975, 0.3408114730445061, 0.08646081290542733]
[10, Positive, 0.0019558764317802895, 0.017932273592538912, 0.13043810521867102, 0.5703601699656397, 0.2793135747913701]
[11, Negative, 0.14726202345051456, 0.4206025031415572, 0.26929217236367214, 0.14989259861716897, 0.012950702427087079]
[12, Positive, 0.009490489713296586, 0.08447084112662412, 0.3303766258722698, 0.5128963649625657, 0.0627656783252438]
[13, Neutral, 0.04275004974102119, 0.16536726228442544, 0.36461040202461953, 0.3408114730445065, 0.08646081290542751]
[14, Positive, 0.01376159749998572, 0.06088052492621041, 0.13696284502647965, 0.5026611743893402, 0.2857338581579841]
[15, Negative, 0.14377352147762096, 0.41311707245289564, 0.2758042088383588, 0.1538441302298156, 0.013461067001308934]
[16, Neutral, 0.042750049756684914, 0.16536726223914136, 0.36461040179123716, 0.3408114731961003, 0.08646081301683639]
